estimator,min_score,mean_score,max_score,std_score,max_depth,n_estimators,learning_rate,C,gamma,kernel,coef0,degree,n_neighbors,weights,alpha,l1_ratio,loss,penalty
XGB,0.33333333333333337,0.8128982128982128,1.0,0.1896313496161738,20,,0.1,,0,,,,,,,,,
RandomForestClassifier,0.4,0.8114202464202463,1.0,0.19154367659257618,6,16,,,,,,,,,,,,
SGDClassifier,0.6666666666666666,0.8113797313797315,0.923076923076923,0.08766477218880159,,,,,,,,,,,0.01,1,hinge,elasticnet
XGB,0.33333333333333337,0.8112665112665113,1.0,0.1796257752065832,3,,0.1,,0.1,,,,,,,,,
GradientBoostingClassifier,0.6666666666666665,0.8111138861138862,1.0,0.09662168671740824,,8,1,,,,,,,,,,,
BaggingClassifier,0.4444444444444444,0.8102503052503053,1.0,0.17169340077303052,,8,,,,,,,,,,,,
SGDClassifier,0.6666666666666666,0.8089010989010988,0.923076923076923,0.08343676710929149,,,,,,,,,,,0.01,0.9,hinge,elasticnet
SGDClassifier,0.6153846153846154,0.8071880896880896,0.923076923076923,0.11801861746139339,,,,,,,,,,,0.01,0.9,log,elasticnet
XGB,0.33333333333333337,0.8052059052059052,1.0,0.18334149585845147,12,,0.05,,0.5,,,,,,,,,
XGB,0.33333333333333337,0.8052059052059052,1.0,0.18334149585845147,3,,0.1,,0.001,,,,,,,,,
XGB,0.33333333333333337,0.8052059052059052,1.0,0.18334149585845147,3,,0.05,,0,,,,,,,,,
XGB,0.33333333333333337,0.8052059052059052,1.0,0.18334149585845147,3,,0.05,,0.01,,,,,,,,,
XGB,0.33333333333333337,0.8052059052059052,1.0,0.18334149585845147,6,,0.05,,0.01,,,,,,,,,
XGB,0.33333333333333337,0.8052059052059052,1.0,0.18334149585845147,3,,0.05,,0.001,,,,,,,,,
XGB,0.33333333333333337,0.8052059052059052,1.0,0.18334149585845147,6,,0.05,,0.5,,,,,,,,,
XGB,0.33333333333333337,0.8052059052059052,1.0,0.18334149585845147,12,,0.05,,0.01,,,,,,,,,
XGB,0.33333333333333337,0.8052059052059052,1.0,0.18334149585845147,3,,0.05,,0.5,,,,,,,,,
XGB,0.33333333333333337,0.8052059052059052,1.0,0.18334149585845147,20,,0.05,,0.01,,,,,,,,,
XGB,0.33333333333333337,0.8052059052059052,1.0,0.18334149585845147,20,,0.05,,0.5,,,,,,,,,
XGB,0.33333333333333337,0.8052059052059052,1.0,0.18334149585845147,3,,0.1,,0,,,,,,,,,
XGB,0.33333333333333337,0.8048562548562549,1.0,0.1798675446781809,20,,1,,0.001,,,,,,,,,
XGB,0.33333333333333337,0.8048562548562549,1.0,0.1798675446781809,6,,1,,0.01,,,,,,,,,
XGB,0.33333333333333337,0.8048562548562549,1.0,0.1798675446781809,12,,1,,0.001,,,,,,,,,
XGB,0.33333333333333337,0.8048562548562549,1.0,0.1798675446781809,12,,1,,0.01,,,,,,,,,
XGB,0.33333333333333337,0.8048562548562549,1.0,0.1798675446781809,6,,1,,0.001,,,,,,,,,
XGB,0.33333333333333337,0.8048562548562549,1.0,0.1798675446781809,20,,1,,0,,,,,,,,,
XGB,0.33333333333333337,0.8048562548562549,1.0,0.1798675446781809,12,,1,,0,,,,,,,,,
XGB,0.33333333333333337,0.8048562548562549,1.0,0.1798675446781809,6,,1,,0,,,,,,,,,
XGB,0.33333333333333337,0.8048562548562549,1.0,0.1798675446781809,20,,1,,0.01,,,,,,,,,
SGDClassifier,0.7142857142857143,0.8035514485514484,0.923076923076923,0.07754367909534951,,,,,,,,,,,0.01,0.5,log,l1
SGDClassifier,0.6666666666666667,0.8030869130869129,0.923076923076923,0.07857725822494535,,,,,,,,,,,0.01,0.1,log,l1
SGDClassifier,0.6666666666666667,0.8026434676434675,0.923076923076923,0.07621112695038669,,,,,,,,,,,0.01,0.95,hinge,elasticnet
SGDClassifier,0.625,0.8024200799200798,0.923076923076923,0.08566576312438742,,,,,,,,,,,0.0001,1,log,l1
SGDClassifier,0.6666666666666667,0.8018614718614717,0.9090909090909091,0.08303072058180827,,,,,,,,,,,0.0001,0.1,log,elasticnet
GradientBoostingClassifier,0.6666666666666666,0.8017016317016317,0.923076923076923,0.06443550325640444,,8,0.05,,,,,,,,,,,
